"","X","rank","player","points","date","year","month","right_hand","age","birthdate","first_name","last_name","countries","countries_iso","continent","obs.by.player","rank_log","obs.by.age","average.rank.by.age","age_28","age_2.8","age_28sq","age_2.8sq","average.rank.by.player","predicted.rank.final.model"
"546",1601,457,102512,56,"1/16/2006",2006,1,1,31,"1/17/1975","Joseph","Sirianni","AUS","AUS","OC",12,2.65991620006985,757,2.63472150560954,3,0.3,9,0.09,2.53230984773567,2.47595983552048
"547",1602,286,102512,131,"3/5/2007",2007,3,1,32,"1/17/1975","Joseph","Sirianni","AUS","AUS","OC",12,2.45636603312904,564,2.65066108042934,4,0.4,16,0.16,2.53230984773567,2.49233522449903
"548",1603,155,102512,284,"7/7/2008",2008,7,1,33,"1/17/1975","Joseph","Sirianni","AUS","AUS","OC",12,2.19033169817029,428,2.68458119667634,5,0.5,25,0.25,2.53230984773567,2.51816161626268
"549",1604,256,102512,255,"6/22/2009",2009,6,1,34,"1/17/1975","Joseph","Sirianni","AUS","AUS","OC",12,2.40823996531185,293,2.71013733597808,6,0.6,36,0.36,2.53230984773567,2.55343901081144
"550",1605,311,102512,136,"4/12/2010",2010,4,1,35,"1/17/1975","Joseph","Sirianni","AUS","AUS","OC",12,2.49276038902684,205,2.75319183451524,7,0.7,49,0.49,2.53230984773567,2.5981674081453
"551",1606,695,102512,22,"5/16/2011",2011,5,1,36,"1/17/1975","Joseph","Sirianni","AUS","AUS","OC",12,2.84198480459011,129,2.76286169712753,8,0.8,64,0.64,2.53230984773567,2.65234680826426
"552",1630,177,102524,197,"5/8/2000",2000,5,1,25,"1/31/1975","Neville","Godwin","RSA","ZAF","AF",5,2.24797326636181,2419,2.72126118487531,-3,-0.3,9,0.09,2.36169100089213,2.17909091518049
"553",1631,126,102524,321,"2/5/2001",2001,2,1,26,"1/31/1975","Neville","Godwin","RSA","ZAF","AF",5,2.10037054511756,2132,2.69098626796801,-2,-0.2,4,0.04,2.36169100089213,2.2330329549364
"554",1632,133,102524,309,"1/28/2002",2002,1,1,27,"1/31/1975","Neville","Godwin","RSA","ZAF","AF",5,2.12385164096709,1812,2.66035581663426,-1,-0.1,1,0.01,2.36169100089213,2.32168469093594
"555",1633,300,102524,96,"7/7/2003",2003,7,1,28,"1/31/1975","Neville","Godwin","RSA","ZAF","AF",5,2.47712125471966,1525,2.6489440291467,0,0,0,0,2.36169100089213,2.44504612317911
"556",1634,723,102524,17,"3/22/2004",2004,3,1,29,"1/31/1975","Neville","Godwin","RSA","ZAF","AF",5,2.85913829729453,1256,2.65461906279284,1,0.1,1,0.01,2.36169100089213,2.60311725166591
"557",1645,108,102533,374,"12/25/2000",2000,12,1,25,"2/15/1975","Jens","Knippschild","GER","DEU","EU",6,2.03342375548695,2419,2.72126118487531,-3,-0.3,9,0.09,2.54483000416394,2.14772139408596
"558",1646,109,102533,374,"1/8/2001",2001,1,1,26,"2/15/1975","Jens","Knippschild","GER","DEU","EU",6,2.03742649794062,2132,2.69098626796801,-2,-0.2,4,0.04,2.54483000416394,2.24927003318655
"559",1647,264,102533,123,"8/5/2002",2002,8,1,27,"2/15/1975","Jens","Knippschild","GER","DEU","EU",6,2.42160392686983,1812,2.66035581663426,-1,-0.1,1,0.01,2.54483000416394,2.39271774884496
"560",1648,436,102533,57,"7/7/2003",2003,7,1,28,"2/15/1975","Jens","Knippschild","GER","DEU","EU",6,2.63948648926859,1525,2.6489440291467,0,0,0,0,2.54483000416394,2.5780645410612
"561",1649,1053,102533,5,"8/23/2004",2004,8,1,29,"2/15/1975","Jens","Knippschild","GER","DEU","EU",6,3.02242837118549,1256,2.65461906279284,1,0.1,1,0.01,2.54483000416394,2.80531040983526
"562",1650,1302,102533,2,"1/24/2005",2005,1,1,30,"2/15/1975","Jens","Knippschild","GER","DEU","EU",6,3.11461098423217,989,2.64767086582772,2,0.2,4,0.04,2.54483000416394,3.07445535516714
"563",1654,148,102538,263,"8/28/2000",2000,8,1,25,"2/21/1975","Tuomas","Ketola","FIN","FIN","EU",8,2.17026171539496,2419,2.72126118487531,-3,-0.3,9,0.09,2.47802840136268,2.16723562349958
"564",1655,209,102538,181,"4/9/2001",2001,4,1,26,"2/21/1975","Tuomas","Ketola","FIN","FIN","EU",8,2.32014628611105,2132,2.69098626796801,-2,-0.2,4,0.04,2.47802840136268,2.19193329596945
"565",1656,223,102538,152,"8/26/2002",2002,8,1,27,"2/21/1975","Tuomas","Ketola","FIN","FIN","EU",8,2.34830486304816,1812,2.66035581663426,-1,-0.1,1,0.01,2.47802840136268,2.24787211476285
"566",1657,174,102538,211,"11/10/2003",2003,11,1,28,"2/21/1975","Tuomas","Ketola","FIN","FIN","EU",8,2.2405492482826,1525,2.6489440291467,0,0,0,0,2.47802840136268,2.33505207987979
"567",1658,222,102538,173,"5/24/2004",2004,5,1,29,"2/21/1975","Tuomas","Ketola","FIN","FIN","EU",8,2.34635297445064,1256,2.65461906279284,1,0.1,1,0.01,2.47802840136268,2.45347319132026
"568",1659,230,102538,175,"2/28/2005",2005,2,1,30,"2/21/1975","Tuomas","Ketola","FIN","FIN","EU",8,2.36172783601759,989,2.64767086582772,2,0.2,4,0.04,2.47802840136268,2.60313544908426
"569",1660,720,102538,22,"6/26/2006",2006,6,1,31,"2/21/1975","Tuomas","Ketola","FIN","FIN","EU",8,2.85733249643127,757,2.63472150560954,3,0.3,9,0.09,2.47802840136268,2.7840388531718
"570",1661,1512,102538,1,"7/23/2007",2007,7,1,32,"2/21/1975","Tuomas","Ketola","FIN","FIN","EU",8,3.17955179116519,564,2.65066108042934,4,0.4,16,0.16,2.47802840136268,2.99618340358287
"571",1662,85,102539,477,"7/17/2000",2000,7,1,25,"2/23/1975","Bohdan","Ulihrach","CZE","CZE","EU",10,1.92941892571429,2419,2.72126118487531,-3,-0.3,9,0.09,2.18219248062224,1.90078940689338
"572",1663,40,102539,859,"5/7/2001",2001,5,1,26,"2/23/1975","Bohdan","Ulihrach","CZE","CZE","EU",10,1.60205999132796,2132,2.69098626796801,-2,-0.2,4,0.04,2.18219248062224,1.89232005047467
"573",1664,52,102539,740,"6/24/2002",2002,6,1,27,"2/23/1975","Bohdan","Ulihrach","CZE","CZE","EU",10,1.7160033436348,1812,2.66035581663426,-1,-0.1,1,0.01,2.18219248062224,1.91099126522758
"574",1665,166,102539,230,"7/21/2003",2003,7,1,28,"2/23/1975","Bohdan","Ulihrach","CZE","CZE","EU",10,2.22010808804005,1525,2.6489440291467,0,0,0,0,2.18219248062224,1.95680305115211
"575",1666,125,102539,354,"8/30/2004",2004,8,1,29,"2/23/1975","Bohdan","Ulihrach","CZE","CZE","EU",10,2.09691001300806,1256,2.65461906279284,1,0.1,1,0.01,2.18219248062224,2.02975540824825
"576",1667,120,102539,363,"7/4/2005",2005,7,1,30,"2/23/1975","Bohdan","Ulihrach","CZE","CZE","EU",10,2.07918124604762,989,2.64767086582772,2,0.2,4,0.04,2.18219248062224,2.12984833651602
"577",1668,525,102539,43,"3/20/2006",2006,3,1,31,"2/23/1975","Bohdan","Ulihrach","CZE","CZE","EU",10,2.72015930340596,757,2.63472150560954,3,0.3,9,0.09,2.18219248062224,2.2570818359554
"578",1669,166,102539,258,"11/19/2007",2007,11,1,32,"2/23/1975","Bohdan","Ulihrach","CZE","CZE","EU",10,2.22010808804005,564,2.65066108042934,4,0.4,16,0.16,2.18219248062224,2.4114559065664
"579",1670,332,102539,102,"11/10/2008",2008,11,1,33,"2/23/1975","Bohdan","Ulihrach","CZE","CZE","EU",10,2.52113808370404,428,2.68458119667634,5,0.5,25,0.25,2.18219248062224,2.59297054834901
"580",1671,521,102539,72,"8/17/2009",2009,8,1,34,"2/23/1975","Bohdan","Ulihrach","CZE","CZE","EU",10,2.71683772329952,293,2.71013733597808,6,0.6,36,0.36,2.18219248062224,2.80162576130325
"581",1687,81,102548,523,"4/10/2000",2000,4,1,25,"3/2/1975","Juan Antonio","Marin","CRC","CRI","NoA",9,1.90848501887865,2419,2.72126118487531,-3,-0.3,9,0.09,2.30569411733109,2.05650355385993
"582",1688,128,102548,309,"3/5/2001",2001,3,1,26,"3/2/1975","Juan Antonio","Marin","CRC","CRI","NoA",9,2.10720996964787,2132,2.69098626796801,-2,-0.2,4,0.04,2.30569411733109,2.05263971107239
"583",1689,145,102548,254,"12/2/2002",2002,12,1,27,"3/2/1975","Juan Antonio","Marin","CRC","CRI","NoA",9,2.16136800223497,1812,2.66035581663426,-1,-0.1,1,0.01,2.30569411733109,2.0770930928275
"584",1690,153,102548,255,"7/21/2003",2003,7,1,28,"3/2/1975","Juan Antonio","Marin","CRC","CRI","NoA",9,2.1846914308176,1525,2.6489440291467,0,0,0,0,2.30569411733109,2.12986369912525
"585",1691,280,102548,118,"10/4/2004",2004,10,1,29,"3/2/1975","Juan Antonio","Marin","CRC","CRI","NoA",9,2.44715803134222,1256,2.65461906279284,1,0.1,1,0.01,2.30569411733109,2.21095152996565
"586",1692,198,102548,215,"5/16/2005",2005,5,1,30,"3/2/1975","Juan Antonio","Marin","CRC","CRI","NoA",9,2.29666519026153,989,2.64767086582772,2,0.2,4,0.04,2.30569411733109,2.32035658534869
"587",1693,120,102548,365,"5/29/2006",2006,5,1,31,"3/2/1975","Juan Antonio","Marin","CRC","CRI","NoA",9,2.07918124604762,757,2.63472150560954,3,0.3,9,0.09,2.30569411733109,2.45807886527438
"588",1694,323,102548,110,"6/25/2007",2007,6,1,32,"3/2/1975","Juan Antonio","Marin","CRC","CRI","NoA",9,2.5092025223311,564,2.65066108042934,4,0.4,16,0.16,2.30569411733109,2.62411836974271
"589",1695,1141,102548,5,"2/25/2008",2008,2,1,33,"3/2/1975","Juan Antonio","Marin","CRC","CRI","NoA",9,3.05728564441821,428,2.68458119667634,5,0.5,25,0.25,2.30569411733109,2.81847509875368
"590",1709,223,102554,154,"8/21/2000",2000,8,1,25,"3/14/1975","Diego","Moyano","ARG","ARG","SA",7,2.34830486304816,2419,2.72126118487531,-3,-0.3,9,0.09,2.43789125092099,2.23818716329324
"591",1710,174,102554,229,"4/16/2001",2001,4,1,26,"3/14/1975","Diego","Moyano","ARG","ARG","SA",7,2.2405492482826,2132,2.69098626796801,-2,-0.2,4,0.04,2.43789125092099,2.25244435766766
"592",1711,229,102554,152,"7/1/2002",2002,7,1,27,"3/14/1975","Diego","Moyano","ARG","ARG","SA",7,2.35983548233989,1812,2.66035581663426,-1,-0.1,1,0.01,2.43789125092099,2.29667194328554
"593",1712,207,102554,166,"6/2/2003",2003,6,1,28,"3/14/1975","Diego","Moyano","ARG","ARG","SA",7,2.31597034545692,1525,2.6489440291467,0,0,0,0,2.43789125092099,2.37086992014689
"594",1713,247,102554,147,"2/16/2004",2004,2,1,29,"3/14/1975","Diego","Moyano","ARG","ARG","SA",7,2.39269695325967,1256,2.65461906279284,1,0.1,1,0.01,2.43789125092099,2.47503828825171
"595",1714,291,102554,122,"7/18/2005",2005,7,1,30,"3/14/1975","Diego","Moyano","ARG","ARG","SA",7,2.46389298898591,989,2.64767086582772,2,0.2,4,0.04,2.43789125092099,2.6091770476
"596",1715,879,102554,13,"4/3/2006",2006,4,1,31,"3/14/1975","Diego","Moyano","ARG","ARG","SA",7,2.94398887507377,757,2.63472150560954,3,0.3,9,0.09,2.43789125092099,2.77328619819176
"597",1727,373,102558,74,"2/21/2000",2000,2,0,25,"3/18/1975","Eric","Taino","PHI","PHL","AS",8,2.57170883180869,2419,2.72126118487531,-3,-0.3,9,0.09,2.41368627921714,2.30145816396163
"598",1728,180,102558,222,"4/16/2001",2001,4,0,26,"3/18/1975","Eric","Taino","PHI","PHL","AS",8,2.25527250510331,2132,2.69098626796801,-2,-0.2,4,0.04,2.41368627921714,2.29163042333785
"599",1729,202,102558,182,"5/6/2002",2002,5,0,27,"3/18/1975","Eric","Taino","PHI","PHL","AS",8,2.30535136944662,1812,2.66035581663426,-1,-0.1,1,0.01,2.41368627921714,2.30194949242031
"600",1730,144,102558,266,"7/14/2003",2003,7,0,28,"3/18/1975","Eric","Taino","PHI","PHL","AS",8,2.15836249209525,1525,2.6489440291467,0,0,0,0,2.41368627921714,2.332415371209
"601",1731,178,102558,222,"6/7/2004",2004,6,0,29,"3/18/1975","Eric","Taino","PHI","PHL","AS",8,2.25042000230889,1256,2.65461906279284,1,0.1,1,0.01,2.41368627921714,2.38302805970392
"602",1732,331,102558,100,"7/18/2005",2005,7,0,30,"3/18/1975","Eric","Taino","PHI","PHL","AS",8,2.51982799377572,989,2.64767086582772,2,0.2,4,0.04,2.41368627921714,2.45378755790507
"603",1733,271,102558,133,"6/12/2006",2006,6,0,31,"3/18/1975","Eric","Taino","PHI","PHL","AS",8,2.43296929087441,757,2.63472150560954,3,0.3,9,0.09,2.41368627921714,2.54469386581246
"604",1734,654,102558,27,"6/25/2007",2007,6,0,32,"3/18/1975","Eric","Taino","PHI","PHL","AS",8,2.81557774832427,564,2.65066108042934,4,0.4,16,0.16,2.41368627921714,2.65574698342608
"605",1735,42,102562,822,"5/1/2000",2000,5,1,25,"3/22/1975","Jiri","Novak","CZE","CZE","EU",9,1.6232492903979,2419,2.72126118487531,-3,-0.3,9,0.09,1.70461780649688,1.29083964249074
"606",1736,42,102562,861,"7/2/2001",2001,7,1,26,"3/22/1975","Jiri","Novak","CZE","CZE","EU",9,1.6232492903979,2132,2.69098626796801,-2,-0.2,4,0.04,1.70461780649688,1.28811370457594
"607",1737,14,102562,1890,"8/19/2002",2002,8,1,27,"3/22/1975","Jiri","Novak","CZE","CZE","EU",9,1.14612803567824,1812,2.66035581663426,-1,-0.1,1,0.01,1.70461780649688,1.33194502087445
"608",1738,10,102562,1921,"2/17/2003",2003,2,1,28,"3/22/1975","Jiri","Novak","CZE","CZE","EU",9,1,1525,2.6489440291467,0,0,0,0,1.70461780649688,1.42233359138625
"609",1739,18,102562,1295,"10/11/2004",2004,10,1,29,"3/22/1975","Jiri","Novak","CZE","CZE","EU",9,1.25527250510331,1256,2.65461906279284,1,0.1,1,0.01,1.70461780649688,1.55927941611135
"610",1740,26,102562,1165,"3/28/2005",2005,3,1,30,"3/22/1975","Jiri","Novak","CZE","CZE","EU",9,1.41497334797082,989,2.64767086582772,2,0.2,4,0.04,1.70461780649688,1.74278249504975
"611",1741,121,102562,365,"10/9/2006",2006,10,1,31,"3/22/1975","Jiri","Novak","CZE","CZE","EU",9,2.08278537031645,757,2.63472150560954,3,0.3,9,0.09,1.70461780649688,1.97284282820146
"612",1742,169,102562,255,"6/25/2007",2007,6,1,32,"3/22/1975","Jiri","Novak","CZE","CZE","EU",9,2.22788670461367,564,2.65066108042934,4,0.4,16,0.16,1.70461780649688,2.24946041556646
"613",1743,929,102562,10,"2/4/2008",2008,2,1,33,"3/22/1975","Jiri","Novak","CZE","CZE","EU",9,2.96801571399364,428,2.68458119667634,5,0.5,25,0.25,1.70461780649688,2.57263525714476
"614",1744,55,102563,740,"3/20/2000",2000,3,1,25,"3/24/1975","Thomas","Johansson","SWE","SWE","EU",11,1.74036268949424,2419,2.72126118487531,-3,-0.3,9,0.09,1.77650937705249,1.5214080147268
"615",1745,18,102563,1375,"12/17/2001",2001,12,1,26,"3/24/1975","Thomas","Johansson","SWE","SWE","EU",11,1.25527250510331,2132,2.69098626796801,-2,-0.2,4,0.04,1.77650937705249,1.4765948449739
"616",1746,11,102563,1990,"7/1/2002",2002,7,1,27,"3/24/1975","Thomas","Johansson","SWE","SWE","EU",11,1.04139268515823,1812,2.66035581663426,-1,-0.1,1,0.01,1.77650937705249,1.4642526704824
"617",1747,123,102563,315,"5/19/2003",2003,5,1,28,"3/24/1975","Thomas","Johansson","SWE","SWE","EU",11,2.0899051114394,1525,2.6489440291467,0,0,0,0,1.77650937705249,1.48438149125231
"618",1748,99,102563,410,"7/26/2004",2004,7,1,29,"3/24/1975","Thomas","Johansson","SWE","SWE","EU",11,1.99563519459755,1256,2.65461906279284,1,0.1,1,0.01,1.77650937705249,1.53698130728362
"619",1749,17,102563,1283,"4/18/2005",2005,4,1,30,"3/24/1975","Thomas","Johansson","SWE","SWE","EU",11,1.23044892137827,989,2.64767086582772,2,0.2,4,0.04,1.77650937705249,1.62205211857634
"620",1750,21,102563,1330,"6/19/2006",2006,6,1,31,"3/24/1975","Thomas","Johansson","SWE","SWE","EU",11,1.32221929473392,757,2.63472150560954,3,0.3,9,0.09,1.77650937705249,1.73959392513046
"621",1751,72,102563,524,"1/22/2007",2007,1,1,32,"3/24/1975","Thomas","Johansson","SWE","SWE","EU",11,1.85733249643127,564,2.65066108042934,4,0.4,16,0.16,1.77650937705249,1.88960672694598
"622",1752,65,102563,568,"5/5/2008",2008,5,1,33,"3/24/1975","Thomas","Johansson","SWE","SWE","EU",11,1.81291335664286,428,2.68458119667634,5,0.5,25,0.25,1.77650937705249,2.07209052402291
"623",1753,264,102563,226,"7/6/2009",2009,7,1,34,"3/24/1975","Thomas","Johansson","SWE","SWE","EU",11,2.42160392686983,293,2.71013733597808,6,0.6,36,0.36,1.77650937705249,2.28704531636125
"624",1754,595,102563,40,"2/15/2010",2010,2,1,35,"3/24/1975","Thomas","Johansson","SWE","SWE","EU",11,2.77451696572855,205,2.75319183451524,7,0.7,49,0.49,1.77650937705249,2.53447110396099
"625",1755,301,102565,100,"4/10/2000",2000,4,1,25,"3/31/1975","Alexander","Waske","GER","DEU","EU",10,2.47856649559384,2419,2.72126118487531,-3,-0.3,9,0.09,2.3319379926347,2.25905356105475
"626",1756,286,102565,119,"11/5/2001",2001,11,1,26,"3/31/1975","Alexander","Waske","GER","DEU","EU",10,2.45636603312904,2132,2.69098626796801,-2,-0.2,4,0.04,2.3319379926347,2.217027247738
"627",1757,155,102565,243,"6/3/2002",2002,6,1,27,"3/31/1975","Alexander","Waske","GER","DEU","EU",10,2.19033169817029,1812,2.66035581663426,-1,-0.1,1,0.01,2.3319379926347,2.19610179477185
"628",1758,120,102565,331,"1/13/2003",2003,1,1,28,"3/31/1975","Alexander","Waske","GER","DEU","EU",10,2.07918124604762,1525,2.6489440291467,0,0,0,0,2.3319379926347,2.19627720215633
"629",1759,189,102565,188,"3/22/2004",2004,3,1,29,"3/31/1975","Alexander","Waske","GER","DEU","EU",10,2.27646180417324,1256,2.65461906279284,1,0.1,1,0.01,2.3319379926347,2.21755346989142
"630",1760,122,102565,368,"12/12/2005",2005,12,1,30,"3/31/1975","Alexander","Waske","GER","DEU","EU",10,2.08635983067475,989,2.64767086582772,2,0.2,4,0.04,2.3319379926347,2.25993059797712
"631",1761,103,102565,410,"7/24/2006",2006,7,1,31,"3/31/1975","Alexander","Waske","GER","DEU","EU",10,2.01283722470517,757,2.63472150560954,3,0.3,9,0.09,2.3319379926347,2.32340858641343
"632",1762,133,102565,337,"3/12/2007",2007,3,1,32,"3/31/1975","Alexander","Waske","GER","DEU","EU",10,2.12385164096709,564,2.65066108042934,4,0.4,16,0.16,2.3319379926347,2.40798743520036
"633",1763,660,102565,30,"12/1/2008",2008,12,1,33,"3/31/1975","Alexander","Waske","GER","DEU","EU",10,2.81954393554187,428,2.68458119667634,5,0.5,25,0.25,2.3319379926347,2.51366714433791
"634",1764,625,102565,60,"6/1/2009",2009,6,1,34,"3/31/1975","Alexander","Waske","GER","DEU","EU",10,2.79588001734408,293,2.71013733597808,6,0.6,36,0.36,2.3319379926347,2.64044771382607
"635",1769,78,102567,511,"1/17/2000",2000,1,1,25,"4/1/1975","George","Bastl","SUI","CHE","EU",12,1.89209460269048,2419,2.72126118487531,-3,-0.3,9,0.09,2.34397686872133,2.13280225402969
"636",1770,114,102567,366,"12/3/2001",2001,12,1,26,"4/1/1975","George","Bastl","SUI","CHE","EU",12,2.05690485133647,2132,2.69098626796801,-2,-0.2,4,0.04,2.34397686872133,2.10645742647062
"637",1771,130,102567,313,"3/11/2002",2002,3,1,27,"4/1/1975","George","Bastl","SUI","CHE","EU",12,2.11394335230684,1812,2.66035581663426,-1,-0.1,1,0.01,2.34397686872133,2.09963623494146
"638",1772,200,102567,176,"7/7/2003",2003,7,1,28,"4/1/1975","George","Bastl","SUI","CHE","EU",12,2.30102999566398,1525,2.6489440291467,0,0,0,0,2.34397686872133,2.11233867944223
"639",1773,289,102567,112,"9/27/2004",2004,9,1,29,"4/1/1975","George","Bastl","SUI","CHE","EU",12,2.46089784275655,1256,2.65461906279284,1,0.1,1,0.01,2.34397686872133,2.14456475997291
"640",1774,139,102567,313,"6/6/2005",2005,6,1,30,"4/1/1975","George","Bastl","SUI","CHE","EU",12,2.14301480025409,989,2.64767086582772,2,0.2,4,0.04,2.34397686872133,2.19631447653351
"641",1775,146,102567,279,"4/10/2006",2006,4,1,31,"4/1/1975","George","Bastl","SUI","CHE","EU",12,2.16435285578444,757,2.63472150560954,3,0.3,9,0.09,2.34397686872133,2.26758782912403
"642",1776,210,102567,190,"6/18/2007",2007,6,1,32,"4/1/1975","George","Bastl","SUI","CHE","EU",12,2.32221929473392,564,2.65066108042934,4,0.4,16,0.16,2.34397686872133,2.35838481774446
"643",1777,325,102567,106,"8/25/2008",2008,8,1,33,"4/1/1975","George","Bastl","SUI","CHE","EU",12,2.51188336097887,428,2.68458119667634,5,0.5,25,0.25,2.34397686872133,2.46870544239481
"644",1778,273,102567,208,"7/13/2009",2009,7,1,34,"4/1/1975","George","Bastl","SUI","CHE","EU",12,2.43616264704076,293,2.71013733597808,6,0.6,36,0.36,2.34397686872133,2.59854970307508
"645",1779,746,102567,19,"3/15/2010",2010,3,1,35,"4/1/1975","George","Bastl","SUI","CHE","EU",12,2.87273882747267,205,2.75319183451524,7,0.7,49,0.49,2.34397686872133,2.74791759978526
"646",1780,712,102567,21,"2/14/2011",2011,2,1,36,"4/1/1975","George","Bastl","SUI","CHE","EU",12,2.85247999363686,129,2.76286169712753,8,0.8,64,0.64,2.34397686872133,2.91680913252537
"647",1791,572,102571,29,"11/13/2000",2000,11,1,25,"4/9/1975","Gregory","Carraz","FRA","FRA","EU",8,2.75739602879302,2419,2.72126118487531,-3,-0.3,9,0.09,2.2998045898804,2.36973718168181
"648",1792,319,102571,95,"6/18/2001",2001,6,1,26,"4/9/1975","Gregory","Carraz","FRA","FRA","EU",8,2.50379068305718,2132,2.69098626796801,-2,-0.2,4,0.04,2.2998045898804,2.31329309834925
"649",1793,168,102571,221,"7/1/2002",2002,7,1,27,"4/9/1975","Gregory","Carraz","FRA","FRA","EU",8,2.22530928172586,1812,2.66035581663426,-1,-0.1,1,0.01,2.2998045898804,2.27322110763488
"650",1794,126,102571,308,"5/12/2003",2003,5,1,28,"4/9/1975","Gregory","Carraz","FRA","FRA","EU",8,2.10037054511756,1525,2.6489440291467,0,0,0,0,2.2998045898804,2.24952120953871
"651",1795,70,102571,582,"9/6/2004",2004,9,1,29,"4/9/1975","Gregory","Carraz","FRA","FRA","EU",8,1.84509804001426,1256,2.65461906279284,1,0.1,1,0.01,2.2998045898804,2.24219340406072
"652",1796,130,102571,358,"2/28/2005",2005,2,1,30,"4/9/1975","Gregory","Carraz","FRA","FRA","EU",8,2.11394335230684,989,2.64767086582772,2,0.2,4,0.04,2.2998045898804,2.25123769120094
"653",1797,207,102571,193,"10/2/2006",2006,10,1,31,"4/9/1975","Gregory","Carraz","FRA","FRA","EU",8,2.31597034545692,757,2.63472150560954,3,0.3,9,0.09,2.2998045898804,2.27665407095934
"654",1798,344,102571,101,"3/26/2007",2007,3,1,32,"4/9/1975","Gregory","Carraz","FRA","FRA","EU",8,2.53655844257153,564,2.65066108042934,4,0.4,16,0.16,2.2998045898804,2.31844254333594
"655",1834,184,102585,200,"3/6/2000",2000,3,1,25,"5/19/1975","Sebastian","Prieto","ARG","ARG","SA",6,2.26481782300954,2419,2.72126118487531,-3,-0.3,9,0.09,2.58405164516236,2.30290416038237
"656",1835,281,102585,111,"7/30/2001",2001,7,1,26,"5/19/1975","Sebastian","Prieto","ARG","ARG","SA",6,2.44870631990508,2132,2.69098626796801,-2,-0.2,4,0.04,2.58405164516236,2.36368947904195
"657",1836,284,102585,101,"12/2/2002",2002,12,1,27,"5/19/1975","Sebastian","Prieto","ARG","ARG","SA",6,2.45331834004704,1812,2.66035581663426,-1,-0.1,1,0.01,2.58405164516236,2.46020908441281
"658",1837,311,102585,90,"5/26/2003",2003,5,1,28,"5/19/1975","Sebastian","Prieto","ARG","ARG","SA",6,2.49276038902684,1525,2.6489440291467,0,0,0,0,2.58405164516236,2.59246297649497
"659",1838,515,102585,40,"7/12/2004",2004,7,1,29,"5/19/1975","Sebastian","Prieto","ARG","ARG","SA",6,2.71180722904119,1256,2.65461906279284,1,0.1,1,0.01,2.58405164516236,2.76045115528842
